"subjectID" "activityID" "activityLabel" "variable" "mean"
"25" 1 2 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanX" -0.0950035033872414
"26" 1 2 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanY" -0.0391973611410658
"27" 1 2 "WALKING_UPSTAIRS" "tBodyGyroJerkmeanZ" -0.0497921651970846
"28" 1 2 "WALKING_UPSTAIRS" "tBodyGyroJerkstdX" -0.647410243423198
"29" 1 2 "WALKING_UPSTAIRS" "tBodyGyroJerkstdY" -0.656018144169279
"30" 1 2 "WALKING_UPSTAIRS" "tBodyGyroJerkstdZ" -0.68927331655768
"31" 1 2 "WALKING_UPSTAIRS" "tBodyAccMagmean" -0.492214147385266
"32" 1 2 "WALKING_UPSTAIRS" "tBodyAccMagstd" -0.531818239176489
"33" 1 2 "WALKING_UPSTAIRS" "tGravityAccMagmean" -0.492214147385266
"34" 1 2 "WALKING_UPSTAIRS" "tGravityAccMagstd" -0.531818239176489
"35" 1 2 "WALKING_UPSTAIRS" "tBodyAccJerkMagmean" -0.574021004097179
"36" 1 2 "WALKING_UPSTAIRS" "tBodyAccJerkMagstd" -0.545989980899812
"37" 1 2 "WALKING_UPSTAIRS" "tBodyGyroMagmean" -0.509087500201881
"38" 1 2 "WALKING_UPSTAIRS" "tBodyGyroMagstd" -0.525740915096552
"39" 1 2 "WALKING_UPSTAIRS" "tBodyGyroJerkMagmean" -0.660039846322884
"40" 1 2 "WALKING_UPSTAIRS" "tBodyGyroJerkMagstd" -0.668775141492163
"41" 1 2 "WALKING_UPSTAIRS" "fBodyAccmeanX" -0.568605586936991
"42" 1 2 "WALKING_UPSTAIRS" "fBodyAccmeanY" -0.435590309958119
"43" 1 2 "WALKING_UPSTAIRS" "fBodyAccmeanZ" -0.622737954733542
"44" 1 2 "WALKING_UPSTAIRS" "fBodyAccstdX" -0.592481151925078
"45" 1 2 "WALKING_UPSTAIRS" "fBodyAccstdY" -0.420395771879091
"46" 1 2 "WALKING_UPSTAIRS" "fBodyAccstdZ" -0.532475457591223
"47" 1 2 "WALKING_UPSTAIRS" "fBodyAccmeanFreqX" -0.166073380266552
"48" 1 2 "WALKING_UPSTAIRS" "fBodyAccmeanFreqY" 0.0624853015645768
"49" 1 2 "WALKING_UPSTAIRS" "fBodyAccmeanFreqZ" 0.0666089912456426
"50" 1 2 "WALKING_UPSTAIRS" "fBodyAccJerkmeanX" -0.579173297953636
"51" 1 2 "WALKING_UPSTAIRS" "fBodyAccJerkmeanY" -0.531855037161571
"52" 1 2 "WALKING_UPSTAIRS" "fBodyAccJerkmeanZ" -0.718218510282132
"53" 1 2 "WALKING_UPSTAIRS" "fBodyAccJerkstdX" -0.573954794100627
"54" 1 2 "WALKING_UPSTAIRS" "fBodyAccJerkstdY" -0.487435630497743
"55" 1 2 "WALKING_UPSTAIRS" "fBodyAccJerkstdZ" -0.757327282507837
"56" 1 2 "WALKING_UPSTAIRS" "fBodyAccJerkmeanFreqX" -0.0261959100727273
"57" 1 2 "WALKING_UPSTAIRS" "fBodyAccJerkmeanFreqY" -0.200926264501254
"58" 1 2 "WALKING_UPSTAIRS" "fBodyAccJerkmeanFreqZ" -0.0868123766137931
"59" 1 2 "WALKING_UPSTAIRS" "fBodyGyromeanX" -0.640742579222884
"60" 1 2 "WALKING_UPSTAIRS" "fBodyGyromeanY" -0.533301013116928
"61" 1 2 "WALKING_UPSTAIRS" "fBodyGyromeanZ" -0.586410823021003
"62" 1 2 "WALKING_UPSTAIRS" "fBodyGyrostdX" -0.723424966517241
"63" 1 2 "WALKING_UPSTAIRS" "fBodyGyrostdY" -0.464574198389028
"64" 1 2 "WALKING_UPSTAIRS" "fBodyGyrostdZ" -0.675738548401254
"65" 1 2 "WALKING_UPSTAIRS" "fBodyGyromeanFreqX" -0.0201517665662696
"66" 1 2 "WALKING_UPSTAIRS" "fBodyGyromeanFreqY" -0.0858915426090909
"67" 1 2 "WALKING_UPSTAIRS" "fBodyGyromeanFreqZ" -0.0135266508009091
"68" 1 2 "WALKING_UPSTAIRS" "fBodyAccMagmean" -0.51451018417837
"69" 1 2 "WALKING_UPSTAIRS" "fBodyAccMagstd" -0.618268506526646
"70" 1 2 "WALKING_UPSTAIRS" "fBodyAccMagmeanFreq" 0.149065098523511
"71" 1 2 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagmean" -0.532375042459436
"72" 1 2 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagstd" -0.567060313747649
"73" 1 2 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMagmeanFreq" 0.211756115083887
"74" 1 2 "WALKING_UPSTAIRS" "fBodyBodyGyroMagmean" -0.560164643022571
"75" 1 2 "WALKING_UPSTAIRS" "fBodyBodyGyroMagstd" -0.587806637924765
"76" 1 2 "WALKING_UPSTAIRS" "fBodyBodyGyroMagmeanFreq" 0.0568356864581818
"77" 1 2 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMagmean" -0.664403718243574
"78" 1 2 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMagstd" -0.698823947630094
"79" 1 2 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMagmeanFreq" 0.196501616180533
"80" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.272154196428571
"81" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0153264487792857
"82" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccmeanZ" -0.0949711475357143
"83" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccstdX" -0.10438892475
"84" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccstdY" -0.0102461790107143
"85" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccstdZ" -0.116902427035714
"86" 1 3 "WALKING_DOWNSTAIRS" "tGravityAccmeanX" 0.905800576071429
"87" 1 3 "WALKING_DOWNSTAIRS" "tGravityAccmeanY" -0.330026645
"88" 1 3 "WALKING_DOWNSTAIRS" "tGravityAccmeanZ" -0.0941463448928571
"89" 1 3 "WALKING_DOWNSTAIRS" "tGravityAccstdX" -0.957048614642857
"90" 1 3 "WALKING_DOWNSTAIRS" "tGravityAccstdY" -0.945034861071429
"91" 1 3 "WALKING_DOWNSTAIRS" "tGravityAccstdZ" -0.906579158214286
"92" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanX" 0.0628772325714286
"93" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanY" 0.0243084681678571
"94" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.0161821921428571
"95" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" -0.156114020335714
"96" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdY" -0.199718153632143
"97" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdZ" -0.476050511428571
"98" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyromeanX" 0.00793679635714286
"99" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyromeanY" -0.124194573607143
"100" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyromeanZ" 0.0749974305928571
"101" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyrostdX" -0.505927252857143
"102" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyrostdY" -0.0722302850357143
"103" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyrostdZ" -0.264048974032143
"104" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanX" -0.121134045164286
"105" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0704164515642857
"106" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0169168070785714
"107" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkstdX" -0.528469100357143
"108" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkstdY" -0.389002888178571
"109" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkstdZ" -0.383401011071429
"110" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccMagmean" -0.0140828025671429
"111" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccMagstd" -0.101515471785714
"112" 1 3 "WALKING_DOWNSTAIRS" "tGravityAccMagmean" -0.0140828025671429
"113" 1 3 "WALKING_DOWNSTAIRS" "tGravityAccMagstd" -0.101515471785714
"114" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkMagmean" -0.219716752860714
"115" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkMagstd" -0.173363865521429
"116" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroMagmean" -0.0916624324642857
"117" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroMagstd" -0.204749539785714
"118" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagmean" -0.405708505357143
"119" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagstd" -0.461512406071429
"120" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccmeanX" -0.113658525846429
"121" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccmeanY" -0.0742782819
"122" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccmeanZ" -0.296473813678571
"123" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccstdX" -0.103948089932143
"124" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccstdY" -0.0455758867178571
"125" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccstdZ" -0.112452208571429
"126" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccmeanFreqX" -0.345588052025
"127" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccmeanFreqY" 0.00230389108928571
"128" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccmeanFreqZ" -0.0355046021071429
"129" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccJerkmeanX" -0.184777986714286
"130" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccJerkmeanY" -0.22808852075
"131" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccJerkmeanZ" -0.434256061428571
"132" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccJerkstdX" -0.202478678509643
"133" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccJerkstdY" -0.224905915296429
"134" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccJerkstdZ" -0.516095982857143
"135" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccJerkmeanFreqX" -0.306332560821429
"136" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccJerkmeanFreqY" -0.3787996255
"137" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccJerkmeanFreqZ" -0.2062455765
"138" 1 3 "WALKING_DOWNSTAIRS" "fBodyGyromeanX" -0.423577624642857
"139" 1 3 "WALKING_DOWNSTAIRS" "fBodyGyromeanY" -0.186405372785714
"140" 1 3 "WALKING_DOWNSTAIRS" "fBodyGyromeanZ" -0.178911898535714
"141" 1 3 "WALKING_DOWNSTAIRS" "fBodyGyrostdX" -0.535530097142857
"142" 1 3 "WALKING_DOWNSTAIRS" "fBodyGyrostdY" -0.0339426658214286
"143" 1 3 "WALKING_DOWNSTAIRS" "fBodyGyrostdZ" -0.362665404285714
"144" 1 3 "WALKING_DOWNSTAIRS" "fBodyGyromeanFreqX" -0.167386886825
"145" 1 3 "WALKING_DOWNSTAIRS" "fBodyGyromeanFreqY" -0.138687357
"146" 1 3 "WALKING_DOWNSTAIRS" "fBodyGyromeanFreqZ" -0.0690434726071429
"147" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccMagmean" -0.06760317325
"148" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccMagstd" -0.264349880378571
"149" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccMagmeanFreq" 0.0622787128796429
"150" 1 3 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagmean" -0.119701861678571
"151" 1 3 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagstd" -0.254298875903571
"152" 1 3 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagmeanFreq" 0.0667480923
"153" 1 3 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMagmean" -0.248337149392857
"154" 1 3 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMagstd" -0.324706683214286
"155" 1 3 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMagmeanFreq" 0.157159054428571
"156" 1 3 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMagmean" -0.435965402464286
"157" 1 3 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMagstd" -0.537559601428571
"158" 1 3 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMagmeanFreq" 0.215462239928571
"159" 2 1 "WALKING" "tBodyAccmeanX" 0.273113115788079
"160" 2 1 "WALKING" "tBodyAccmeanY" -0.0191323183174834
"161" 2 1 "WALKING" "tBodyAccmeanZ" -0.115649958175497
"162" 2 1 "WALKING" "tBodyAccstdX" -0.605586497159271
"163" 2 1 "WALKING" "tBodyAccstdY" -0.428962986589404
"164" 2 1 "WALKING" "tBodyAccstdZ" -0.589360062210596
"165" 2 1 "WALKING" "tGravityAccmeanX" 0.660782866688742
"166" 2 1 "WALKING" "tGravityAccmeanY" -0.147219886910411
"167" 2 1 "WALKING" "tGravityAccmeanZ" 0.134865335090728
"168" 2 1 "WALKING" "tGravityAccstdX" -0.963015508245033
"169" 2 1 "WALKING" "tGravityAccstdY" -0.960033560165563
"170" 2 1 "WALKING" "tGravityAccstdZ" -0.945365383907285
"171" 2 1 "WALKING" "tBodyAccJerkmeanX" 0.0785353156747351
"172" 2 1 "WALKING" "tBodyAccJerkmeanY" 0.00708771249764901
"173" 2 1 "WALKING" "tBodyAccJerkmeanZ" 0.000755760748377483
"174" 2 1 "WALKING" "tBodyAccJerkstdX" -0.557809603123841
"175" 2 1 "WALKING" "tBodyAccJerkstdY" -0.491875889831788
"176" 2 1 "WALKING" "tBodyAccJerkstdZ" -0.741885388311258
"177" 2 1 "WALKING" "tBodyGyromeanX" -0.0517030657821192
"178" 2 1 "WALKING" "tBodyGyromeanY" -0.0568420186817881
"179" 2 1 "WALKING" "tBodyGyromeanZ" 0.0872599422291391
"180" 2 1 "WALKING" "tBodyGyrostdX" -0.710648927815894
"181" 2 1 "WALKING" "tBodyGyrostdY" -0.722943674337748
"182" 2 1 "WALKING" "tBodyGyrostdZ" -0.634888927843046
"183" 2 1 "WALKING" "tBodyGyroJerkmeanX" -0.0875587491668874
"184" 2 1 "WALKING" "tBodyGyroJerkmeanY" -0.0433986835453642
"185" 2 1 "WALKING" "tBodyGyroJerkmeanZ" -0.0557541828188742
"186" 2 1 "WALKING" "tBodyGyroJerkstdX" -0.671679103311258
"187" 2 1 "WALKING" "tBodyGyroJerkstdY" -0.783595466728477
"188" 2 1 "WALKING" "tBodyGyroJerkstdZ" -0.674611933293046
"189" 2 1 "WALKING" "tBodyAccMagmean" -0.535281800541722
"190" 2 1 "WALKING" "tBodyAccMagstd" -0.552812545643709
"191" 2 1 "WALKING" "tGravityAccMagmean" -0.535281800541722
"192" 2 1 "WALKING" "tGravityAccMagstd" -0.552812545643709
"193" 2 1 "WALKING" "tBodyAccJerkMagmean" -0.58777744543543
"194" 2 1 "WALKING" "tBodyAccJerkMagstd" -0.512115278415232
"195" 2 1 "WALKING" "tBodyGyroMagmean" -0.614771054893146
"196" 2 1 "WALKING" "tBodyGyroMagstd" -0.680584887880795
"197" 2 1 "WALKING" "tBodyGyroJerkMagmean" -0.746559539039735
"198" 2 1 "WALKING" "tBodyGyroJerkMagstd" -0.740088733655629
"199" 2 1 "WALKING" "fBodyAccmeanX" -0.57377091142947
"200" 2 1 "WALKING" "fBodyAccmeanY" -0.432566581302351
"201" 2 1 "WALKING" "fBodyAccmeanZ" -0.630081222124834
"202" 2 1 "WALKING" "fBodyAccstdX" -0.619788102803311
"203" 2 1 "WALKING" "fBodyAccstdY" -0.464723862913245
"204" 2 1 "WALKING" "fBodyAccstdZ" -0.600678614835099
"205" 2 1 "WALKING" "fBodyAccmeanFreqX" -0.106763418901788
"206" 2 1 "WALKING" "fBodyAccmeanFreqY" 0.105734176023146
"207" 2 1 "WALKING" "fBodyAccmeanFreqZ" 0.087210586428
"208" 2 1 "WALKING" "fBodyAccJerkmeanX" -0.561682049622185
"209" 2 1 "WALKING" "fBodyAccJerkmeanY" -0.50890379901457
"210" 2 1 "WALKING" "fBodyAccJerkmeanZ" -0.715745330403973
"211" 2 1 "WALKING" "fBodyAccJerkstdX" -0.595105612895033
"212" 2 1 "WALKING" "fBodyAccJerkstdY" -0.509147543673841
"213" 2 1 "WALKING" "fBodyAccJerkstdZ" -0.767087015496689
"214" 2 1 "WALKING" "fBodyAccJerkmeanFreqX" 0.0868000536209801
"215" 2 1 "WALKING" "fBodyAccJerkmeanFreqY" -0.139776595362185
"216" 2 1 "WALKING" "fBodyAccJerkmeanFreqZ" -0.0942651868218543
"217" 2 1 "WALKING" "fBodyGyromeanX" -0.638717694593046
"218" 2 1 "WALKING" "fBodyGyromeanY" -0.722068978635762
"219" 2 1 "WALKING" "fBodyGyromeanZ" -0.601594889654305
"220" 2 1 "WALKING" "fBodyGyrostdX" -0.734588540182119
"221" 2 1 "WALKING" "fBodyGyrostdY" -0.72716774102649
"222" 2 1 "WALKING" "fBodyGyrostdZ" -0.683114494539735
"223" 2 1 "WALKING" "fBodyGyromeanFreqX" -0.00576500648245033
"224" 2 1 "WALKING" "fBodyGyromeanFreqY" -0.0702155008665563
"225" 2 1 "WALKING" "fBodyGyromeanFreqZ" 0.0513627291214901
"226" 2 1 "WALKING" "fBodyAccMagmean" -0.514569861316887
"227" 2 1 "WALKING" "fBodyAccMagstd" -0.646662308457285
"228" 2 1 "WALKING" "fBodyAccMagmeanFreq" 0.192199738218212
"229" 2 1 "WALKING" "fBodyBodyAccJerkMagmean" -0.509746432970861
"230" 2 1 "WALKING" "fBodyBodyAccJerkMagstd" -0.518800797709272
"231" 2 1 "WALKING" "fBodyBodyAccJerkMagmeanFreq" 0.193066821118212
"232" 2 1 "WALKING" "fBodyBodyGyroMagmean" -0.699742945221854
"233" 2 1 "WALKING" "fBodyBodyGyroMagstd" -0.725310337688742
"234" 2 1 "WALKING" "fBodyBodyGyroMagmeanFreq" 0.0471324812379801
"235" 2 1 "WALKING" "fBodyBodyGyroJerkMagmean" -0.751615078360927
"236" 2 1 "WALKING" "fBodyBodyGyroJerkMagstd" -0.744194981440397
"237" 2 1 "WALKING" "fBodyBodyGyroJerkMagmeanFreq" 0.124612068599768
"238" 3 3 "WALKING_DOWNSTAIRS" "tBodyAccmeanX" 0.273428719636364
"239" 3 3 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.017856067384956
"240" 3 3 "WALKING_DOWNSTAIRS" "tBodyAccmeanZ" -0.106492632429097
"241" 3 3 "WALKING_DOWNSTAIRS" "tBodyAccstdX" -0.623413602046921
"242" 3 3 "WALKING_DOWNSTAIRS" "tBodyAccstdY" -0.480015920697654
"243" 3 3 "WALKING_DOWNSTAIRS" "tBodyAccstdZ" -0.653625579293255
"244" 3 3 "WALKING_DOWNSTAIRS" "tGravityAccmeanX" 0.707814353343108
"245" 3 3 "WALKING_DOWNSTAIRS" "tGravityAccmeanY" -0.0260590480328739
"246" 3 3 "WALKING_DOWNSTAIRS" "tGravityAccmeanZ" 0.0480937904190616
"247" 3 3 "WALKING_DOWNSTAIRS" "tGravityAccstdX" -0.966457565630499
"248" 3 3 "WALKING_DOWNSTAIRS" "tGravityAccstdY" -0.9445645371261
"249" 3 3 "WALKING_DOWNSTAIRS" "tGravityAccstdZ" -0.926966278211144
"250" 3 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanX" 0.0701731261988856
"251" 3 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanY" 0.0144664329060411
"252" 3 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.000526818872875366
"253" 3 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" -0.635484688041056
"254" 3 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdY" -0.55721186773783
"255" 3 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdZ" -0.796066240234604
"256" 3 3 "WALKING_DOWNSTAIRS" "tBodyGyromeanX" -0.0248490682828446
"257" 3 3 "WALKING_DOWNSTAIRS" "tBodyGyromeanY" -0.0743565308442815
"258" 3 3 "WALKING_DOWNSTAIRS" "tBodyGyromeanZ" 0.0866875497119062
"259" 3 3 "WALKING_DOWNSTAIRS" "tBodyGyrostdX" -0.699262195705865
"260" 3 3 "WALKING_DOWNSTAIRS" "tBodyGyrostdY" -0.76302218170088
"261" 3 3 "WALKING_DOWNSTAIRS" "tBodyGyrostdZ" -0.709483440322581
"262" 3 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanX" -0.0991554609633431
"263" 3 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0401923943695015
"264" 3 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0521178264170088
"265" 3 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkstdX" -0.689328428607038
"266" 3 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkstdY" -0.842659862111437
"267" 3 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkstdZ" -0.743028500565982
"268" 3 3 "WALKING_DOWNSTAIRS" "tBodyAccMagmean" -0.563140802770059
"269" 3 3 "WALKING_DOWNSTAIRS" "tBodyAccMagstd" -0.591224780306452
"270" 3 3 "WALKING_DOWNSTAIRS" "tGravityAccMagmean" -0.563140802770059
"271" 3 3 "WALKING_DOWNSTAIRS" "tGravityAccMagstd" -0.591224780306452
"272" 3 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkMagmean" -0.650182434328446
"273" 3 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkMagstd" -0.607658214170381
"274" 3 3 "WALKING_DOWNSTAIRS" "tBodyGyroMagmean" -0.643150121648094
"275" 3 3 "WALKING_DOWNSTAIRS" "tBodyGyroMagstd" -0.674010290979472
"276" 3 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagmean" -0.784056656246334
"277" 3 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagstd" -0.80366136372434
"278" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccmeanX" -0.625733289873607
"279" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccmeanY" -0.501779938505279
"280" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccmeanZ" -0.699656828592375
"281" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccstdX" -0.623805015199413
"282" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccstdY" -0.502753639795894
"283" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccstdZ" -0.657443765803519
"284" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccmeanFreqX" -0.192817340495308
"285" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccmeanFreqY" 0.0389282523284457
"286" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccmeanFreqZ" 0.00447261449052786
"287" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccJerkmeanX" -0.645893496630499
"288" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccJerkmeanY" -0.582949919157742
"289" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccJerkmeanZ" -0.780101644193548
"290" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccJerkstdX" -0.657844055881525
"291" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccJerkstdY" -0.559851186088408
"292" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccJerkstdZ" -0.81080601659824
"293" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccJerkmeanFreqX" -0.0476941200470968
"294" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccJerkmeanFreqY" -0.236874240885924
"295" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccJerkmeanFreqZ" -0.193657539305073
"296" 3 3 "WALKING_DOWNSTAIRS" "fBodyGyromeanX" -0.642097719778592
"297" 3 3 "WALKING_DOWNSTAIRS" "fBodyGyromeanY" -0.775144985073314
"298" 3 3 "WALKING_DOWNSTAIRS" "fBodyGyromeanZ" -0.670734708996481
"299" 3 3 "WALKING_DOWNSTAIRS" "fBodyGyrostdX" -0.719276622702346
"300" 3 3 "WALKING_DOWNSTAIRS" "fBodyGyrostdY" -0.758505287214076
"301" 3 3 "WALKING_DOWNSTAIRS" "fBodyGyrostdZ" -0.751008875659824
"302" 3 3 "WALKING_DOWNSTAIRS" "fBodyGyromeanFreqX" -0.102568067670674
"303" 3 3 "WALKING_DOWNSTAIRS" "fBodyGyromeanFreqY" -0.167675025582991
"304" 3 3 "WALKING_DOWNSTAIRS" "fBodyGyromeanFreqZ" -0.0321862688221114
"305" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccMagmean" -0.579076453758064
"306" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccMagstd" -0.663079838985044
"307" 3 3 "WALKING_DOWNSTAIRS" "fBodyAccMagmeanFreq" 0.0770665587562757
"308" 3 3 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagmean" -0.604752108072727
"309" 3 3 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMagstd" -0.615643694857361
